Client Order ID,Instrument,Side,Quantity,Price
aa11789,Lotus,1,760,100
aa11790,Orchid,2,990,63
aa11791,Tulip,1,290,13
aa11792,Lotus,2,730,60
aa11793,Lavender,2,690,49
aa11794,Rose,1,590,99
aa11795,Rose,1,500,25
aa11796,Rose,2,20,76
aa11797,Rose,2,170,53
aa11798,Tulip,1,430,75
aa11799,Lavender,1,260,80
aa11800,Orchid,2,590,72
aa11801,Lavender,1,980,32
aa11802,Lavender,1,920,30
aa11803,Lotus,1,940,99
aa11804,Rose,2,200,95
aa11805,Tulip,1,540,8
aa11806,Lavender,1,510,8
aa11807,Lavender,1,490,3
aa11808,Lotus,2,140,22
aa11809,Lotus,2,400,33
aa11810,Lotus,1,300,86
aa11811,Orchid,1,570,95
aa11812,Tulip,1,960,37
aa11813,Lotus,2,580,21
aa11814,Tulip,2,480,7
aa11815,Tulip,1,790,63
aa11816,Lavender,1,460,100
aa11817,Lavender,2,120,93
aa11818,Tulip,1,280,32
aa11819,Lotus,2,550,61
aa11820,Rose,1,690,3
aa11821,Lavender,1,970,67
aa11822,Rose,1,990,57
aa11823,Tulip,1,570,2
aa11824,Lavender,1,530,60
aa11825,Orchid,1,390,65
aa11826,Rose,1,790,21
aa11827,Orchid,1,490,90
aa11828,Lavender,1,790,89
aa11829,Tulip,2,440,78
aa11830,Rose,2,640,93
aa11831,Lavender,1,270,87
aa11832,Rose,1,130,14
aa11833,Rose,1,410,95
aa11834,Rose,1,890,42
aa11835,Tulip,1,920,74
aa11836,Lavender,2,10,0
aa11837,Lavender,2,860,16
aa11838,Lavender,1,600,40
aa11839,Orchid,1,910,11
aa11840,Lotus,1,850,0
aa11841,Orchid,1,860,79
aa11842,Tulip,1,130,1
aa11843,Rose,2,840,34
aa11844,Orchid,1,50,4
aa11845,Lotus,2,280,79
aa11846,Rose,2,950,53
aa11847,Lotus,1,240,98
aa11848,Orchid,1,770,9
aa11849,Tulip,1,130,67
aa11850,Lotus,1,20,20
aa11851,Orchid,1,880,4
aa11852,Lavender,1,280,24
aa11853,Orchid,1,630,97
aa11854,Rose,2,240,54
aa11855,Rose,1,740,19
aa11856,Orchid,2,840,21
aa11857,Lotus,2,960,88
aa11858,Orchid,2,430,99
aa11859,Rose,2,100,41
aa11860,Lotus,2,360,70
aa11861,Lavender,1,240,68
aa11862,Tulip,1,390,73
aa11863,Orchid,2,280,56
aa11864,Lotus,1,100,39
aa11865,Rose,1,700,76
aa11866,Lavender,1,670,99
aa11867,Tulip,2,810,83
aa11868,Rose,1,150,87
aa11869,Rose,2,400,69
aa11870,Lavender,1,390,63
aa11871,Lavender,2,850,8
aa11872,Rose,1,40,48
aa11873,Rose,1,70,36
aa11874,Tulip,1,360,30
aa11875,Tulip,2,770,51
aa11876,Orchid,1,50,32
aa11877,Tulip,2,460,35
aa11878,Lavender,1,440,74
aa11879,Lotus,2,650,48
aa11880,Lotus,1,800,59
aa11881,Lotus,1,700,9
aa11882,Tulip,1,230,51
aa11883,Lavender,1,940,34
aa11884,Lavender,2,680,25
aa11885,Lavender,1,150,18
aa11886,Lavender,2,120,21
aa11887,Orchid,1,780,0
aa11888,Rose,1,400,62
aa11889,Rose,1,180,98
aa11890,Lavender,1,400,85
aa11891,Lotus,1,860,41
aa11892,Rose,2,400,22
aa11893,Lavender,2,820,2
aa11894,Rose,1,520,57
aa11895,Rose,2,400,75
aa11896,Lavender,2,930,8
aa11897,Lotus,2,340,71
aa11898,Tulip,2,250,28
aa11899,Lavender,2,280,52
aa11900,Tulip,2,340,4
aa11901,Lavender,1,360,1
aa11902,Tulip,1,300,29
aa11903,Lavender,1,560,53
aa11904,Rose,2,510,49
aa11905,Rose,1,930,16
aa11906,Rose,2,470,58
aa11907,Orchid,2,290,13
aa11908,Orchid,1,920,23
aa11909,Orchid,2,910,69
aa11910,Tulip,1,940,61
aa11911,Orchid,2,350,47
aa11912,Tulip,2,30,64
aa11913,Lavender,1,350,95
aa11914,Tulip,1,180,54
aa11915,Lavender,2,270,14
aa11916,Lavender,2,940,48
aa11917,Lavender,2,980,56
aa11918,Lavender,2,360,5
aa11919,Lavender,2,430,69
aa11920,Tulip,1,890,23
aa11921,Lavender,1,200,84
aa11922,Lotus,2,440,45
aa11923,Tulip,2,100,83
aa11924,Lavender,1,420,31
aa11925,Lotus,2,120,78
aa11926,Rose,2,730,16
aa11927,Rose,1,970,41
aa11928,Orchid,1,110,55
aa11929,Orchid,1,670,4
aa11930,Lavender,1,610,66
aa11931,Lavender,2,840,71
aa11932,Lotus,1,720,85
aa11933,Lavender,2,220,79
aa11934,Rose,2,860,99
aa11935,Rose,2,50,31
aa11936,Lotus,1,220,99
aa11937,Orchid,2,870,50
aa11938,Lavender,1,110,32
aa11939,Orchid,2,650,100
aa11940,Lotus,1,880,96
aa11941,Lavender,1,810,98
aa11942,Orchid,1,290,44
aa11943,Tulip,2,200,95
aa11944,Rose,2,660,16
aa11945,Lavender,1,930,24
aa11946,Orchid,1,170,34
aa11947,Lotus,1,920,89
aa11948,Tulip,2,480,94
aa11949,Orchid,2,10,51
aa11950,Lotus,2,300,56
aa11951,Lotus,1,360,7
aa11952,Rose,1,370,76
aa11953,Tulip,2,900,96
aa11954,Lavender,1,870,95
aa11955,Tulip,1,200,42
aa11956,Rose,2,470,71
aa11957,Tulip,2,860,25
aa11958,Orchid,1,110,8
aa11959,Lotus,1,580,12
aa11960,Rose,1,710,85
aa11961,Lotus,1,270,18
aa11962,Tulip,1,420,39
aa11963,Tulip,2,630,7
aa11964,Lotus,1,440,65
aa11965,Tulip,1,870,96
aa11966,Lavender,1,860,84
aa11967,Lavender,2,130,11
aa11968,Lavender,1,150,75
aa11969,Lavender,1,470,3
aa11970,Orchid,1,790,26
aa11971,Rose,1,50,85
aa11972,Lavender,1,320,24
aa11973,Lavender,1,70,5
aa11974,Lavender,2,180,19
aa11975,Tulip,1,840,98
aa11976,Tulip,1,150,26
aa11977,Rose,2,140,36
aa11978,Rose,1,630,85
aa11979,Rose,1,340,16
aa11980,Lotus,2,310,15
aa11981,Rose,2,920,54
aa11982,Lotus,2,350,83
aa11983,Orchid,1,290,67
aa11984,Rose,2,320,98
aa11985,Orchid,2,110,44
aa11986,Lavender,1,190,83
aa11987,Rose,1,680,63
aa11988,Rose,2,280,90
aa11989,Rose,2,890,76
aa11990,Orchid,2,630,67
aa11991,Lavender,2,620,57
aa11992,Lavender,2,390,51
aa11993,Tulip,2,380,14
aa11994,Lotus,2,180,22
aa11995,Rose,1,60,25
aa11996,Orchid,2,160,99
aa11997,Orchid,2,470,35
aa11998,Lotus,2,270,84
aa11999,Lotus,2,310,82
aa12000,Lotus,1,700,36
aa12001,Lavender,1,10,78
aa12002,Lotus,2,450,48
aa12003,Lotus,2,770,74
aa12004,Rose,2,990,48
aa12005,Lavender,2,430,84
aa12006,Lavender,1,560,78
aa12007,Rose,1,740,61
aa12008,Lotus,1,180,10
aa12009,Tulip,1,680,41
aa12010,Rose,2,330,47
aa12011,Lavender,1,500,6
aa12012,Tulip,2,110,91
aa12013,Lavender,2,320,14
aa12014,Rose,1,770,35
aa12015,Lavender,1,980,42
aa12016,Lotus,2,210,62
aa12017,Lavender,2,930,59
aa12018,Orchid,2,700,72
aa12019,Lotus,1,710,58
aa12020,Rose,1,940,89
aa12021,Lavender,1,260,18
aa12022,Rose,2,990,14
aa12023,Tulip,1,20,17
aa12024,Tulip,1,700,98
aa12025,Tulip,2,540,95
aa12026,Tulip,2,890,73
aa12027,Tulip,2,890,76
aa12028,Tulip,2,700,5
aa12029,Tulip,2,880,9
aa12030,Rose,2,810,52
aa12031,Lavender,1,940,36
aa12032,Rose,1,600,35
aa12033,Lotus,1,80,8
aa12034,Rose,1,960,9
aa12035,Lavender,2,60,66
aa12036,Tulip,2,480,0
aa12037,Rose,1,540,48
aa12038,Tulip,1,810,56
aa12039,Rose,2,620,79
aa12040,Rose,1,420,56
aa12041,Lavender,1,320,94
aa12042,Tulip,2,510,78
aa12043,Tulip,2,160,23
aa12044,Rose,2,140,66
aa12045,Rose,1,890,87
aa12046,Tulip,1,850,52
aa12047,Tulip,2,380,9
aa12048,Lotus,2,580,14
aa12049,Lotus,1,590,99
aa12050,Rose,2,970,61
aa12051,Orchid,1,980,28
aa12052,Lavender,1,120,43
aa12053,Orchid,1,820,1
aa12054,Lotus,1,420,75
aa12055,Rose,1,830,72
aa12056,Rose,2,550,77
aa12057,Tulip,2,420,26
aa12058,Orchid,1,840,92
aa12059,Lavender,2,850,71
aa12060,Lavender,1,920,59
aa12061,Orchid,1,890,59
aa12062,Orchid,1,830,54
aa12063,Lavender,1,660,66
aa12064,Lavender,2,260,36
aa12065,Lavender,2,510,41
aa12066,Orchid,1,150,3
aa12067,Rose,1,210,47
aa12068,Tulip,1,50,50
aa12069,Rose,1,570,85
aa12070,Lavender,2,380,59
aa12071,Orchid,2,710,1
aa12072,Rose,1,550,97
aa12073,Rose,1,860,26
aa12074,Lotus,1,170,84
aa12075,Lavender,1,670,78
aa12076,Lavender,1,200,85
aa12077,Orchid,2,310,7
aa12078,Lavender,1,30,29
aa12079,Orchid,2,760,89
aa12080,Lavender,1,450,29
aa12081,Tulip,1,10,97
aa12082,Rose,2,30,1
aa12083,Tulip,1,440,30
aa12084,Lavender,1,50,92
aa12085,Lotus,2,540,96
aa12086,Orchid,2,240,91
aa12087,Orchid,2,970,98
aa12088,Lotus,2,870,3
aa12089,Lotus,2,360,83
aa12090,Lotus,1,200,52
aa12091,Rose,1,460,43
aa12092,Lotus,2,550,30
aa12093,Rose,1,490,1
aa12094,Lotus,1,80,19
aa12095,Lotus,2,320,25
aa12096,Rose,1,410,44
aa12097,Orchid,2,540,69
aa12098,Rose,2,790,39
aa12099,Orchid,1,950,4
aa12100,Tulip,1,210,4
aa12101,Lotus,2,360,20
aa12102,Lavender,1,740,19
aa12103,Lotus,1,410,9
aa12104,Rose,1,30,67
aa12105,Orchid,1,990,9
aa12106,Orchid,1,320,15
aa12107,Orchid,2,630,17
aa12108,Lavender,1,540,21
aa12109,Orchid,1,700,13
aa12110,Tulip,1,100,5
aa12111,Lotus,2,600,12
aa12112,Orchid,1,360,17
aa12113,Lavender,2,230,88
aa12114,Tulip,1,190,46
aa12115,Tulip,2,30,14
aa12116,Lavender,1,800,68
aa12117,Rose,2,220,85
aa12118,Lotus,1,990,36
aa12119,Lotus,2,470,83
aa12120,Lotus,1,500,76
aa12121,Lotus,1,60,58
aa12122,Tulip,2,810,35
aa12123,Orchid,2,230,28
aa12124,Lotus,1,650,83
aa12125,Lotus,1,280,45
aa12126,Lotus,2,830,25
aa12127,Lavender,1,950,96
aa12128,Rose,1,500,14
aa12129,Lavender,1,930,43
aa12130,Orchid,1,620,91
aa12131,Orchid,2,530,10
aa12132,Rose,2,190,28
aa12133,Rose,2,340,15
aa12134,Lavender,1,400,8
aa12135,Rose,2,620,45
aa12136,Orchid,2,850,15
aa12137,Tulip,2,100,40
aa12138,Rose,1,240,65
aa12139,Tulip,1,470,91
aa12140,Orchid,2,720,6
aa12141,Lavender,1,570,93
aa12142,Lotus,2,710,84
aa12143,Lavender,1,960,54
aa12144,Tulip,1,190,62
aa12145,Tulip,1,170,68
aa12146,Orchid,1,930,34
aa12147,Lotus,1,310,96
aa12148,Rose,1,880,49
aa12149,Orchid,2,880,66
aa12150,Tulip,1,910,48
aa12151,Orchid,2,100,70
aa12152,Orchid,2,40,90
aa12153,Lotus,1,900,61
aa12154,Tulip,2,730,7
aa12155,Lavender,1,50,16
aa12156,Lotus,1,350,75
aa12157,Rose,2,200,93
aa12158,Lavender,1,610,81
aa12159,Orchid,1,110,65
aa12160,Rose,1,240,82
aa12161,Lotus,1,100,27
aa12162,Lotus,2,530,68
aa12163,Tulip,1,240,60
aa12164,Orchid,1,60,36
aa12165,Tulip,2,250,41
aa12166,Lotus,2,160,54
aa12167,Lotus,1,360,9
aa12168,Tulip,1,910,55
aa12169,Orchid,2,830,59
aa12170,Orchid,2,240,96
aa12171,Tulip,1,220,91
aa12172,Lotus,2,100,100
aa12173,Tulip,2,900,86
aa12174,Tulip,2,970,19
aa12175,Lotus,1,450,66
aa12176,Orchid,1,210,30
aa12177,Lavender,1,50,8
aa12178,Rose,1,520,91
aa12179,Rose,1,740,49
aa12180,Tulip,2,350,82
aa12181,Rose,2,270,7
aa12182,Orchid,1,650,34
aa12183,Tulip,1,80,71
aa12184,Orchid,1,10,53
aa12185,Lavender,1,190,57
aa12186,Lavender,2,870,91
aa12187,Lotus,2,130,72
aa12188,Orchid,2,930,60
aa12189,Lavender,1,630,82
aa12190,Tulip,1,710,57
aa12191,Orchid,2,860,15
aa12192,Rose,2,790,12
aa12193,Rose,1,340,6
aa12194,Orchid,2,660,98
aa12195,Rose,2,930,9
aa12196,Tulip,1,930,78
aa12197,Rose,2,290,9
aa12198,Tulip,2,370,58
aa12199,Rose,2,710,69
aa12200,Rose,1,980,18
aa12201,Lavender,2,260,27
aa12202,Orchid,1,730,67
aa12203,Rose,2,30,76
aa12204,Orchid,2,240,3
aa12205,Tulip,2,860,100
aa12206,Lavender,1,540,7
aa12207,Rose,2,960,72
aa12208,Orchid,2,440,10
aa12209,Rose,1,880,64
aa12210,Lavender,2,420,36
aa12211,Orchid,2,310,54
aa12212,Rose,2,950,68
aa12213,Tulip,2,50,33
aa12214,Rose,2,130,40
aa12215,Rose,2,170,69
aa12216,Lotus,1,890,57
aa12217,Rose,1,550,29
aa12218,Lavender,2,920,30
aa12219,Tulip,2,970,86
aa12220,Lavender,2,330,24
aa12221,Rose,1,470,7
aa12222,Orchid,2,340,91
aa12223,Rose,2,210,100
aa12224,Lotus,2,160,81
aa12225,Lotus,2,670,47
aa12226,Lotus,1,280,17
aa12227,Lotus,2,880,55
aa12228,Tulip,2,470,85
aa12229,Tulip,1,800,58
aa12230,Rose,2,630,83
aa12231,Lotus,2,980,13
aa12232,Orchid,2,430,96
aa12233,Lotus,1,530,33
aa12234,Lavender,1,650,34
aa12235,Orchid,1,370,66
aa12236,Lotus,1,760,37
aa12237,Tulip,2,920,92
aa12238,Lavender,1,780,55
aa12239,Lotus,1,570,72
aa12240,Tulip,1,800,54
aa12241,Lotus,2,600,31
aa12242,Orchid,2,410,25
aa12243,Lotus,1,90,97
aa12244,Lavender,1,10,82
aa12245,Lavender,1,180,6
aa12246,Lotus,2,510,67
aa12247,Tulip,2,410,43
aa12248,Tulip,1,60,60
aa12249,Tulip,1,1000,97
aa12250,Rose,2,650,54
aa12251,Lotus,1,380,14
aa12252,Lotus,1,720,73
aa12253,Lotus,2,40,19
aa12254,Tulip,2,230,94
aa12255,Tulip,1,870,94
aa12256,Orchid,1,290,42
aa12257,Tulip,1,960,44
aa12258,Lotus,1,620,7
aa12259,Rose,1,620,45
aa12260,Rose,1,880,96
aa12261,Lavender,2,800,5
aa12262,Rose,2,780,27
aa12263,Orchid,1,760,17
aa12264,Rose,2,50,22
aa12265,Lavender,1,480,49
aa12266,Lavender,2,260,13
aa12267,Lotus,2,820,16
aa12268,Tulip,1,630,32
aa12269,Lotus,2,310,97
aa12270,Orchid,2,820,45
aa12271,Lavender,2,460,42
aa12272,Tulip,2,470,71
aa12273,Tulip,1,720,15
aa12274,Tulip,1,880,51
aa12275,Lotus,2,340,23
aa12276,Tulip,2,90,46
aa12277,Tulip,2,280,32
aa12278,Orchid,2,130,2
aa12279,Rose,1,690,60
aa12280,Lotus,2,10,31
aa12281,Lavender,2,910,48
aa12282,Rose,1,620,55
aa12283,Tulip,1,270,13
aa12284,Rose,1,920,48
aa12285,Tulip,1,710,47
aa12286,Rose,2,350,28
aa12287,Lavender,2,340,4
aa12288,Orchid,2,820,94
aa12289,Rose,1,710,37
aa12290,Lavender,2,960,58
aa12291,Lotus,2,330,89
aa12292,Rose,1,790,21
aa12293,Orchid,2,750,40
aa12294,Rose,2,190,85
aa12295,Tulip,2,710,95
aa12296,Lavender,1,930,81
aa12297,Orchid,1,510,30
aa12298,Lavender,2,610,44
aa12299,Lotus,1,200,12
aa12300,Lotus,2,830,31
aa12301,Lotus,1,480,74
aa12302,Tulip,1,70,93
aa12303,Tulip,2,270,16
aa12304,Rose,2,210,44
aa12305,Lavender,1,330,59
aa12306,Tulip,2,210,64
aa12307,Lotus,1,790,58
aa12308,Lavender,1,370,40
aa12309,Rose,1,810,66
aa12310,Tulip,2,530,71
aa12311,Lavender,1,160,98
aa12312,Orchid,1,840,57
aa12313,Lotus,2,880,70
aa12314,Lotus,2,290,32
aa12315,Lotus,1,910,78
aa12316,Tulip,2,930,75
aa12317,Lotus,1,60,77
aa12318,Lavender,1,560,31
aa12319,Orchid,1,110,73
aa12320,Lavender,2,170,4
aa12321,Lavender,1,50,62
aa12322,Rose,1,390,6
aa12323,Rose,1,780,65
aa12324,Orchid,1,790,43
aa12325,Rose,1,630,3
aa12326,Tulip,1,660,0
aa12327,Tulip,2,450,1
aa12328,Lotus,1,980,47
aa12329,Tulip,2,510,7
aa12330,Orchid,2,940,92
aa12331,Tulip,1,820,100
aa12332,Rose,2,210,51
aa12333,Orchid,1,680,81
aa12334,Lotus,1,900,14
aa12335,Lotus,1,360,35
aa12336,Lotus,2,720,30
aa12337,Lotus,1,560,61
aa12338,Tulip,2,870,60
aa12339,Lavender,2,330,2
aa12340,Rose,1,10,58
aa12341,Lotus,2,320,74
aa12342,Lavender,2,320,57
aa12343,Tulip,2,270,34
aa12344,Orchid,2,690,77
aa12345,Lavender,1,480,89
aa12346,Orchid,2,660,50
aa12347,Lavender,2,430,89
aa12348,Lavender,1,440,84
aa12349,Tulip,2,670,1
aa12350,Lavender,1,540,78
aa12351,Orchid,2,180,82
aa12352,Lotus,1,110,80
aa12353,Lotus,2,460,31
aa12354,Lotus,1,70,79
aa12355,Orchid,2,30,48
aa12356,Orchid,2,540,12
aa12357,Lavender,1,710,86
aa12358,Rose,2,440,67
aa12359,Lavender,2,720,20
aa12360,Rose,1,790,29
aa12361,Rose,2,420,100
aa12362,Rose,1,360,23
aa12363,Lavender,2,620,48
aa12364,Orchid,2,910,54
aa12365,Rose,2,780,53
aa12366,Orchid,2,180,0
aa12367,Lavender,2,370,37
aa12368,Orchid,1,250,2
aa12369,Lavender,1,100,35
aa12370,Orchid,1,80,30
aa12371,Lotus,2,180,41
aa12372,Rose,2,840,91
aa12373,Lotus,1,730,28
aa12374,Lotus,2,920,91
aa12375,Tulip,1,180,48
aa12376,Lotus,1,160,39
aa12377,Lotus,2,50,81
aa12378,Lavender,1,180,79
aa12379,Tulip,1,150,43
aa12380,Tulip,1,300,79
aa12381,Rose,1,450,18
aa12382,Orchid,2,470,94
aa12383,Lavender,1,530,18
aa12384,Tulip,2,320,39
aa12385,Lavender,1,960,37
aa12386,Tulip,2,780,56
aa12387,Lotus,1,530,59
aa12388,Lavender,2,240,90
aa12389,Tulip,1,350,51
aa12390,Tulip,1,100,10
aa12391,Orchid,2,730,44
aa12392,Tulip,2,810,30
aa12393,Orchid,1,700,65
aa12394,Orchid,1,370,51
aa12395,Lavender,1,540,23
aa12396,Rose,1,810,20
aa12397,Rose,2,600,48
aa12398,Rose,2,580,14
aa12399,Tulip,2,950,24
aa12400,Lavender,1,680,69
aa12401,Orchid,2,770,48
aa12402,Rose,2,620,31
aa12403,Orchid,1,950,23
aa12404,Lotus,2,300,31
aa12405,Rose,1,900,35
aa12406,Lotus,1,330,88
aa12407,Lotus,2,850,9
aa12408,Orchid,2,30,94
aa12409,Tulip,1,620,7
aa12410,Rose,1,130,74
aa12411,Orchid,2,800,63
aa12412,Orchid,1,930,52
aa12413,Orchid,2,720,52
aa12414,Tulip,1,570,17
aa12415,Lotus,2,60,74
aa12416,Orchid,2,700,5
aa12417,Rose,2,100,3
aa12418,Orchid,2,70,96
aa12419,Lotus,1,40,46
aa12420,Lavender,1,780,13
aa12421,Lavender,1,750,35
aa12422,Lotus,2,300,9
aa12423,Tulip,1,110,56
aa12424,Orchid,2,440,92
aa12425,Rose,2,470,70
aa12426,Tulip,2,270,98
aa12427,Orchid,1,550,80
aa12428,Tulip,2,940,86
aa12429,Lotus,1,130,89
aa12430,Orchid,2,230,33
aa12431,Rose,2,210,83
aa12432,Rose,1,920,18
aa12433,Orchid,2,660,86
aa12434,Tulip,1,210,58
aa12435,Lotus,1,770,10
aa12436,Rose,1,370,13
aa12437,Lavender,2,510,23
aa12438,Orchid,2,570,6
aa12439,Lotus,2,680,72
aa12440,Tulip,1,330,15
aa12441,Rose,1,10,17
aa12442,Lotus,1,780,54
aa12443,Rose,2,980,94
aa12444,Tulip,1,610,30
aa12445,Lotus,1,220,98
aa12446,Lavender,1,490,80
aa12447,Lavender,2,330,26
aa12448,Orchid,1,670,74
aa12449,Rose,1,720,78
aa12450,Orchid,2,920,3
aa12451,Tulip,1,890,29
aa12452,Lavender,2,480,39
aa12453,Lavender,1,630,21
aa12454,Rose,2,140,91
aa12455,Lavender,2,40,76
aa12456,Lavender,1,140,77
aa12457,Tulip,1,710,89
aa12458,Lavender,1,640,68
aa12459,Orchid,1,610,56
aa12460,Tulip,2,60,63
aa12461,Tulip,1,880,55
aa12462,Orchid,2,490,34
aa12463,Lavender,2,830,71
aa12464,Orchid,2,890,12
aa12465,Lotus,2,320,83
aa12466,Rose,2,780,40
aa12467,Rose,1,60,58
aa12468,Rose,1,170,50
aa12469,Tulip,2,350,6
aa12470,Lavender,1,890,77
aa12471,Rose,1,470,20
aa12472,Orchid,2,700,85
aa12473,Tulip,1,500,95
aa12474,Lavender,1,600,40
aa12475,Tulip,1,740,10
aa12476,Lotus,2,840,26
aa12477,Tulip,1,700,98
aa12478,Lotus,2,30,55
aa12479,Lotus,1,560,10
aa12480,Orchid,2,660,61
aa12481,Lavender,2,600,69
aa12482,Lavender,2,790,36
aa12483,Lavender,2,480,57
aa12484,Lotus,1,600,24
aa12485,Rose,1,560,61
aa12486,Rose,2,660,23
aa12487,Rose,1,800,60
aa12488,Rose,2,270,44
aa12489,Rose,2,290,61
aa12490,Rose,2,860,24
aa12491,Lotus,1,260,72
aa12492,Tulip,2,930,1
aa12493,Orchid,2,340,34
aa12494,Lavender,1,270,100
aa12495,Orchid,1,880,22
aa12496,Lavender,1,480,13
aa12497,Lavender,2,850,70
aa12498,Lotus,1,380,96
aa12499,Rose,1,940,12
aa12500,Rose,2,10,82
aa12501,Orchid,1,630,30
aa12502,Tulip,1,210,51
aa12503,Lavender,1,410,19
aa12504,Rose,2,390,16
aa12505,Lavender,2,300,34
aa12506,Lavender,2,840,27
aa12507,Orchid,2,20,58
aa12508,Rose,1,770,83
aa12509,Lavender,1,650,58
aa12510,Tulip,2,310,11
aa12511,Lotus,1,660,42
aa12512,Orchid,1,460,31
aa12513,Tulip,2,120,20
aa12514,Lotus,1,870,0
aa12515,Lavender,2,140,87
aa12516,Orchid,1,960,38
aa12517,Lotus,2,190,19
aa12518,Lotus,1,570,74
aa12519,Lotus,2,890,41
aa12520,Lotus,1,440,84
aa12521,Tulip,1,320,6
aa12522,Tulip,1,840,61
aa12523,Lotus,1,360,51
aa12524,Lavender,2,140,65
aa12525,Lavender,1,770,6
aa12526,Lavender,2,270,56
aa12527,Lavender,2,230,87
aa12528,Orchid,1,900,74
aa12529,Lotus,2,420,64
aa12530,Lotus,2,920,70
aa12531,Rose,2,20,7
aa12532,Lotus,1,110,53
aa12533,Orchid,2,800,17
aa12534,Lavender,1,270,81
aa12535,Lavender,1,800,29
aa12536,Lotus,2,680,10
aa12537,Lavender,1,560,20
aa12538,Rose,2,260,79
aa12539,Rose,1,220,9
aa12540,Tulip,2,920,33
aa12541,Tulip,2,480,64
aa12542,Rose,2,260,66
aa12543,Orchid,1,80,23
aa12544,Lotus,1,740,22
aa12545,Lotus,1,100,6
aa12546,Lotus,2,960,53
aa12547,Lotus,2,960,68
aa12548,Lavender,2,390,77
aa12549,Orchid,2,550,36
aa12550,Lavender,1,380,61
aa12551,Tulip,1,640,98
aa12552,Tulip,2,850,91
aa12553,Orchid,1,700,56
aa12554,Orchid,2,750,28
aa12555,Rose,1,770,30
aa12556,Lotus,1,620,68
aa12557,Tulip,1,190,92
aa12558,Lavender,1,70,39
aa12559,Orchid,1,640,2
aa12560,Orchid,2,480,1
aa12561,Rose,2,770,27
aa12562,Rose,2,620,51
aa12563,Orchid,1,740,84
aa12564,Lotus,1,750,37
aa12565,Tulip,2,770,29
aa12566,Orchid,1,490,94
aa12567,Orchid,1,970,36
aa12568,Orchid,2,900,97
aa12569,Tulip,1,750,49
aa12570,Lavender,1,540,67
aa12571,Lavender,1,330,30
aa12572,Orchid,1,250,16
aa12573,Lotus,1,380,77
aa12574,Lotus,1,310,93
aa12575,Lotus,1,400,94
aa12576,Rose,2,860,55
aa12577,Rose,2,220,71
aa12578,Lotus,2,460,23
aa12579,Orchid,2,170,78
aa12580,Orchid,2,470,91
aa12581,Orchid,1,440,62
aa12582,Lavender,1,560,72
aa12583,Lavender,2,710,78
aa12584,Lotus,2,520,62
aa12585,Lotus,2,380,56
aa12586,Orchid,2,960,16
aa12587,Orchid,2,920,62
aa12588,Orchid,1,270,63
aa12589,Orchid,2,610,93
aa12590,Lotus,1,70,20
aa12591,Rose,2,800,26
aa12592,Lotus,1,410,41
aa12593,Orchid,1,790,23
aa12594,Tulip,1,690,17
aa12595,Rose,1,140,50
aa12596,Rose,2,440,47
aa12597,Rose,1,670,60
aa12598,Tulip,1,780,89
aa12599,Lotus,2,230,7
aa12600,Lotus,1,870,64
aa12601,Lotus,1,680,52
aa12602,Rose,1,440,40
aa12603,Rose,1,900,9
aa12604,Lavender,2,200,20
aa12605,Lavender,2,50,60
aa12606,Lavender,2,460,43
aa12607,Lotus,2,230,33
aa12608,Tulip,1,790,62
aa12609,Orchid,2,840,85
aa12610,Orchid,2,910,55
aa12611,Lavender,2,810,19
aa12612,Lotus,1,440,68
aa12613,Orchid,2,670,40
aa12614,Lavender,1,850,89
aa12615,Tulip,1,500,4
aa12616,Rose,2,360,85
aa12617,Rose,1,410,24
aa12618,Lotus,1,810,98
aa12619,Orchid,2,690,34
aa12620,Rose,1,910,5
aa12621,Orchid,2,610,12
aa12622,Lotus,1,60,98
aa12623,Lavender,2,380,7
aa12624,Lotus,1,770,72
aa12625,Orchid,2,110,80
aa12626,Orchid,2,670,75
aa12627,Rose,1,980,82
aa12628,Lotus,1,900,79
aa12629,Rose,2,940,64
aa12630,Tulip,2,960,46
aa12631,Tulip,2,840,74
aa12632,Lotus,1,90,84
aa12633,Lotus,2,30,84
aa12634,Lavender,2,970,96
aa12635,Orchid,2,50,24
aa12636,Rose,1,180,1
aa12637,Orchid,2,840,90
aa12638,Rose,2,80,33
aa12639,Orchid,2,810,94
aa12640,Lavender,2,20,38
aa12641,Rose,1,680,26
aa12642,Lavender,2,80,25
aa12643,Tulip,2,740,38
aa12644,Rose,2,560,72
aa12645,Lavender,2,620,29
aa12646,Rose,2,730,14
aa12647,Tulip,2,630,25
aa12648,Orchid,2,900,9
aa12649,Rose,2,510,14
aa12650,Lotus,1,740,77
aa12651,Lavender,1,80,7
aa12652,Orchid,1,50,4
aa12653,Rose,1,100,79
aa12654,Rose,2,560,38
aa12655,Tulip,1,550,38
aa12656,Orchid,1,760,15
aa12657,Tulip,2,150,51
aa12658,Tulip,2,760,0
aa12659,Rose,2,20,65
aa12660,Lotus,2,500,87
aa12661,Orchid,1,50,20
aa12662,Lavender,1,150,47
aa12663,Lavender,2,470,43
aa12664,Lotus,2,150,49
aa12665,Lavender,2,410,5
aa12666,Tulip,2,320,28
aa12667,Tulip,1,680,21
aa12668,Rose,1,150,55
aa12669,Lavender,2,970,11
aa12670,Lavender,1,460,98
aa12671,Lavender,2,220,10
aa12672,Lavender,1,590,29
aa12673,Lotus,2,520,96
